acc,val_acc,loss,val_loss
0.6569207906723022,0.7206833958625793,0.6780837774276733,0.6540910601615906
0.7393860220909119,0.7561947703361511,0.6409313082695007,0.6345850229263306
0.769018292427063,0.7693339586257935,0.6263596415519714,0.6244716644287109
0.7859454154968262,0.7796322703361511,0.6178585290908813,0.6180436611175537
0.7960069179534912,0.7888652086257935,0.6116925477981567,0.6140753030776978
0.8016098737716675,0.7933238744735718,0.6084206104278564,0.6121352314949036
0.805200457572937,0.794981062412262,0.6057392358779907,0.6093989014625549
0.8074495196342468,0.7977036237716675,0.6034969091415405,0.6078449487686157
0.8096590638160706,0.7974274158477783,0.6022083163261414,0.6070529818534851
0.8092645406723022,0.798887312412262,0.6012420654296875,0.6059843301773071
0.8125,0.7991635203361511,0.5997126698493958,0.605381965637207
0.8125394582748413,0.7982954382896423,0.5991672277450562,0.6048159003257751
0.8123027086257935,0.7997948527336121,0.5989182591438293,0.6042630672454834
0.8140782713890076,0.7997948527336121,0.598335325717926,0.6043335795402527
0.8134075403213501,0.8019254803657532,0.5979024171829224,0.6034845113754272
0.8146306872367859,0.8003472089767456,0.5971922278404236,0.6037715077400208
0.8144333958625793,0.8017676472663879,0.5971863865852356,0.6036596894264221
0.8148279786109924,0.801294207572937,0.5966478586196899,0.6030550003051758
0.8154987096786499,0.7998737096786499,0.5964404344558716,0.602865993976593
0.8163667917251587,0.8029908537864685,0.5964860320091248,0.6024731993675232
0.8101720213890076,0.8081991672515869,0.5975882411003113,0.5985512137413025
0.8353850841522217,0.8202730417251587,0.585841953754425,0.5918222069740295
0.8580334782600403,0.8272963762283325,0.5753045678138733,0.5892020463943481
0.8691208958625793,0.8340041041374207,0.5694770812988281,0.5856130123138428
0.8826546669006348,0.8367266654968262,0.5631805062294006,0.5847376585006714
0.8951231241226196,0.8325047492980957,0.5575065612792969,0.586758017539978
0.9022648334503174,0.8448153138160706,0.5538939833641052,0.5809226632118225
0.9122080206871033,0.8350299596786499,0.5486321449279785,0.5854001045227051
0.9176925420761108,0.8381865620613098,0.5457343459129333,0.582396388053894
0.9248342514038086,0.8377525210380554,0.5420055389404297,0.5829252600669861
0.9269649386405945,0.8395280838012695,0.541286826133728,0.5813882350921631
0.9343434572219849,0.8466303944587708,0.5373409986495972,0.5791313648223877
0.9374605417251587,0.8472222089767456,0.535773754119873,0.5791129469871521
0.9400647282600403,0.8412641882896423,0.5343860983848572,0.5814551115036011
0.9456281661987305,0.833925187587738,0.5315190553665161,0.5857804417610168
0.9443655014038086,0.8474195003509521,0.5319516658782959,0.5792911648750305
0.9464172720909119,0.8423295617103577,0.5308658480644226,0.5806400179862976
0.949731707572937,0.8420533537864685,0.5292386412620544,0.5810884237289429
0.9501262903213501,0.8378708958625793,0.5290175676345825,0.583670437335968
0.9504813551902771,0.8392913341522217,0.5286523103713989,0.581879734992981
