model_no,sel_coverage,sel_risk,sel_accuracy,sr_coverage,sr_risk,sr_accuracy
2.0,0.6999531176746366,0.049564634963161436,0.9504353650368386,0.6994842944210032,0.04021447721179627,0.9597855227882037
2.0,0.749648382559775,0.060037523452157626,0.9399624765478424,0.7491795593061416,0.05569461827284106,0.9443053817271589
2.0,0.7998124706985467,0.06858147713950757,0.9314185228604924,0.7993436474449133,0.06627565982404693,0.9337243401759531
2.0,0.8499765588373184,0.08383894098179812,0.9161610590182019,0.849507735583685,0.07450331125827814,0.9254966887417219
2.0,0.8996718237224567,0.09484106305367379,0.9051589369463262,0.8992030004688233,0.08342022940563087,0.9165797705943691
2.0,0.9498359118612283,0.10710760118460017,0.8928923988153998,0.9493670886075949,0.10024691358024695,0.899753086419753
2.0,0.9995311767463666,0.12101313320825513,0.8789868667917449,0.9995311767463666,0.12054409005628519,0.8794559099437148
3.0,0.4997655883731833,0.015009380863039379,0.9849906191369606,0.49929676511954996,0.015962441314554043,0.984037558685446
3.0,0.549929676511955,0.022165387894288124,0.9778346121057119,0.5494608532583216,0.017064846416382284,0.9829351535836177
3.0,0.6000937646507267,0.03125,0.96875,0.5991561181434599,0.020344287949921713,0.9796557120500783
3.0,0.6497890295358649,0.03607503607503604,0.963924963924964,0.6493202062822316,0.030324909747292406,0.9696750902527076
3.0,0.6999531176746366,0.04554588077695909,0.9544541192230409,0.6994842944210032,0.03753351206434319,0.9624664879356568
3.0,0.749648382559775,0.05128205128205132,0.9487179487179487,0.7491795593061416,0.04755944931163958,0.9524405506883604
3.0,0.7998124706985467,0.06389214536928489,0.9361078546307151,0.7993436474449133,0.059237536656891465,0.9407624633431085
3.0,0.8499765588373184,0.07722007722007718,0.9227799227799228,0.849507735583685,0.06732891832229582,0.9326710816777042
3.0,0.8996718237224567,0.09119332985930173,0.9088066701406983,0.8992030004688233,0.08237747653806049,0.9176225234619395
3.0,0.9498359118612283,0.10661401776900292,0.8933859822309971,0.9493670886075949,0.10172839506172837,0.8982716049382716
3.0,0.9995311767463666,0.12148217636022518,0.8785178236397748,0.9995311767463666,0.12148217636022518,0.8785178236397748
4.0,0.4997655883731833,0.023452157598499057,0.9765478424015009,0.49929676511954996,0.016901408450704203,0.9830985915492958
4.0,0.549929676511955,0.03324808184143224,0.9667519181585678,0.5494608532583216,0.020477815699658675,0.9795221843003413
4.0,0.6000937646507267,0.04921874999999998,0.95078125,0.5991561181434599,0.023474178403755874,0.9765258215962441
4.0,0.6497890295358649,0.05411255411255411,0.9458874458874459,0.6493202062822316,0.028158844765342916,0.9718411552346571
4.0,0.6999531176746366,0.062290689886135286,0.9377093101138647,0.6994842944210032,0.03887399463806973,0.9611260053619303
4.0,0.749648382559775,0.06879299562226393,0.9312070043777361,0.7491795593061416,0.046933667083854824,0.9530663329161452
4.0,0.7998124706985467,0.08030480656506445,0.9196951934349356,0.7993436474449133,0.059824046920821106,0.9401759530791789
4.0,0.8499765588373184,0.084942084942085,0.915057915057915,0.849507735583685,0.07174392935982343,0.9282560706401766
4.0,0.8996718237224567,0.09275664408546114,0.9072433559145389,0.8992030004688233,0.08602711157455678,0.9139728884254432
4.0,0.9498359118612283,0.1051332675222113,0.8948667324777887,0.9493670886075949,0.09925925925925927,0.9007407407407407
4.0,0.9995311767463666,0.11444652908067543,0.8855534709193246,0.9995311767463666,0.11397748592870549,0.8860225140712945
5.0,0.4997655883731833,0.023452157598499057,0.9765478424015009,0.49929676511954996,0.010328638497652531,0.9896713615023475
5.0,0.549929676511955,0.03069053708439895,0.969309462915601,0.5494608532583216,0.020477815699658675,0.9795221843003413
5.0,0.6000937646507267,0.038281250000000044,0.96171875,0.5991561181434599,0.027386541471048464,0.9726134585289515
5.0,0.6497890295358649,0.04401154401154406,0.9559884559884559,0.6493202062822316,0.029602888086642576,0.9703971119133574
5.0,0.6999531176746366,0.05224380442062959,0.9477561955793704,0.6994842944210032,0.03887399463806973,0.9611260053619303
5.0,0.749648382559775,0.06253908692933086,0.9374609130706691,0.7491795593061416,0.04881101376720898,0.951188986232791
5.0,0.7998124706985467,0.07444314185228607,0.9255568581477139,0.7993436474449133,0.055131964809384204,0.9448680351906158
5.0,0.8499765588373184,0.084942084942085,0.915057915057915,0.849507735583685,0.06732891832229582,0.9326710816777042
5.0,0.8996718237224567,0.09431995831162066,0.9056800416883793,0.8992030004688233,0.08081334723670486,0.9191866527632951
5.0,0.9498359118612283,0.10612043435340568,0.8938795656465943,0.9493670886075949,0.09777777777777774,0.9022222222222223
5.0,0.9995311767463666,0.11679174484052535,0.8832082551594747,0.9995311767463666,0.1163227016885553,0.8836772983114447
6.0,0.4997655883731833,0.04971857410881797,0.950281425891182,0.49929676511954996,0.013145539906103232,0.9868544600938968
6.0,0.549929676511955,0.055413469735720366,0.9445865302642796,0.5494608532583216,0.016211604095563104,0.9837883959044369
6.0,0.6000937646507267,0.06093749999999998,0.9390625,0.5991561181434599,0.028169014084507005,0.971830985915493
6.0,0.6497890295358649,0.0670995670995671,0.9329004329004329,0.6493202062822316,0.031768953068592065,0.9682310469314079
6.0,0.6999531176746366,0.07568653717347618,0.9243134628265238,0.6994842944210032,0.03686327077747986,0.9631367292225201
6.0,0.749648382559775,0.08567854909318329,0.9143214509068167,0.7491795593061416,0.04505632040050067,0.9549436795994993
6.0,0.7998124706985467,0.09495896834701056,0.9050410316529894,0.7993436474449133,0.05278592375366564,0.9472140762463344
6.0,0.8499765588373184,0.10259238830667405,0.897407611693326,0.849507735583685,0.07119205298013243,0.9288079470198676
6.0,0.8996718237224567,0.1089108910891089,0.8910891089108911,0.8992030004688233,0.08967674661105318,0.9103232533889468
6.0,0.9498359118612283,0.11599210266535043,0.8840078973346496,0.9493670886075949,0.10864197530864195,0.891358024691358
6.0,0.9995311767463666,0.1271106941838649,0.8728893058161351,0.9995311767463666,0.1271106941838649,0.8728893058161351
