accuracy,loss,val_accuracy,val_loss
0.7894737124443054,0.5931059122085571,0.6577976942062378,1.1017643213272095
0.8106278777122498,0.5573656558990479,0.6422550082206726,1.202924132347107
0.8531054258346558,0.4206790030002594,0.6559536457061768,1.193550705909729
0.8832289576530457,0.3342702388763428,0.6538461446762085,1.3862552642822266
0.6715180277824402,0.9698240756988525,0.6635932326316833,1.0197304487228394
0.7304112315177917,0.7555691003799438,0.6728134751319885,0.9415545463562012
0.7776273488998413,0.6306167244911194,0.6720231771469116,0.9380902647972107
0.8228126764297485,0.5053825378417969,0.6830874681472778,1.0990808010101318
0.8586901426315308,0.40864619612693787,0.6928345561027527,1.063501238822937
0.6885661482810974,0.8807350397109985,0.6999472975730896,0.8644651770591736
0.7758824229240417,0.6297958493232727,0.6975764036178589,0.8891598582267761
0.8113494515419006,0.5189734101295471,0.6749209761619568,0.9861632585525513
0.8442830443382263,0.4481582045555115,0.6938883066177368,1.1179420948028564
0.7801658511161804,0.6118046045303345,0.7236564755439758,0.8933423161506653
0.8405821919441223,0.43426668643951416,0.6759747266769409,1.126490592956543
0.8849213123321533,0.33824753761291504,0.6909905076026917,1.2005668878555298
0.9121679067611694,0.2391894906759262,0.7210221290588379,1.182957649230957
0.8718903660774231,0.36618825793266296,0.748155951499939,0.8169034719467163
0.9248603582382202,0.22246310114860535,0.7492097020149231,0.8710745573043823
0.9441530108451843,0.16574697196483612,0.7507902979850769,0.9476171135902405
0.953799307346344,0.13487917184829712,0.7305058240890503,1.1926898956298828
0.7853403091430664,0.6095494031906128,0.7270811200141907,0.8098200559616089
0.8360074162483215,0.45281943678855896,0.758166491985321,0.7146221995353699
0.8719810843467712,0.35759830474853516,0.7673867344856262,0.8024614453315735
0.9052525162696838,0.2666696310043335,0.7534246444702148,0.8562596440315247
0.923154890537262,0.21602022647857666,0.7531612515449524,0.9226647019386292
0.8558131456375122,0.3978618383407593,0.7739726305007935,0.7666067481040955
0.9033677577972412,0.26738986372947693,0.7618545889854431,0.80633544921875
0.9350143671035767,0.18342089653015137,0.7568492889404297,0.9206538200378418
0.9493992328643799,0.15265300869941711,0.7618545889854431,0.9470892548561096
0.9089524745941162,0.25997909903526306,0.7647523880004883,0.8736823797225952
0.9424606561660767,0.16783006489276886,0.7737091779708862,0.8807234764099121
0.9588763117790222,0.12621012330055237,0.7579030394554138,0.9838161468505859
0.9705533981323242,0.09283224493265152,0.7663329839706421,1.0161997079849243
0.86269211769104,0.38161686062812805,0.77528977394104,0.7126563787460327
0.9111636281013489,0.2694861590862274,0.7708113789558411,0.7521420121192932
0.9275460243225098,0.21010898053646088,0.7758166193962097,0.7654576301574707
0.9402127861976624,0.17808885872364044,0.7768703699111938,0.8685513734817505
0.8984599709510803,0.2826322317123413,0.7831928133964539,0.7184062004089355
0.9316297173500061,0.19737166166305542,0.7795047163963318,0.7440020442008972
0.9433068037033081,0.1612071543931961,0.7853003144264221,0.8040778040885925
0.953799307346344,0.13843536376953125,0.7773972749710083,0.8324233889579773
0.9422914385795593,0.15742003917694092,0.7837197184562683,0.7922073602676392
0.9629378914833069,0.11022492498159409,0.7781875729560852,0.8703757524490356
0.9690303206443787,0.09177219867706299,0.7816122174263,0.9086398482322693
0.9749534726142883,0.07775447517633438,0.7792413234710693,0.9185918569564819
0.8961324095726013,0.2885687053203583,0.7584299445152283,0.7949864864349365
0.9275460243225098,0.218023419380188,0.7834562659263611,0.7962871193885803
0.9422394633293152,0.16874012351036072,0.7816122174263,0.8366646766662598
0.947306215763092,0.15156328678131104,0.7763435244560242,0.8634520173072815
0.925368070602417,0.20981571078300476,0.784246563911438,0.7666937708854675
0.9392452239990234,0.1751779168844223,0.7921496033668518,0.7515227794647217
0.950076162815094,0.1420421451330185,0.7913593053817749,0.7740991711616516
0.9559993147850037,0.12971433997154236,0.7871443629264832,0.803117573261261
0.9627686738967896,0.1105700135231018,0.7955743074417114,0.8191393613815308
0.9539685249328613,0.1368636190891266,0.7966280579566956,0.7803779244422913
0.9627686738967896,0.10647840797901154,0.7916227579116821,0.8010556697845459
0.9715688228607178,0.09344808012247086,0.7881981134414673,0.8190011382102966
0.9695379734039307,0.08941594511270523,0.7910959124565125,0.8567385673522949
0.9243370890617371,0.20865336060523987,0.7929399609565735,0.773775041103363
0.9378483295440674,0.17998650670051575,0.7910959124565125,0.7928136587142944
0.9405505657196045,0.16340166330337524,0.792413055896759,0.8172944784164429
0.9582840800285339,0.1251758337020874,0.7837197184562683,0.8391718864440918
0.9468607306480408,0.16065141558647156,0.7897787094116211,0.8089151382446289
0.9583685994148254,0.12300227582454681,0.7921496033668518,0.8282611966133118
0.9590455293655396,0.12209530174732208,0.7889884114265442,0.8400951027870178
0.9658148884773254,0.1059395968914032,0.7895152568817139,0.8713608384132385
0.9669994711875916,0.10830827057361603,0.7971549034118652,0.7950603365898132
0.9705533981323242,0.09364192932844162,0.795047402381897,0.7980645895004272
0.9697072505950928,0.08704903721809387,0.792413055896759,0.8132772445678711
0.9742765426635742,0.08416973054409027,0.796891450881958,0.8212196826934814
0.9434217214584351,0.1690896451473236,0.7913593053817749,0.7940633893013
0.9434217214584351,0.16850806772708893,0.7929399609565735,0.7898802161216736
0.9501773118972778,0.14184096455574036,0.7897787094116211,0.8106805086135864
