model_no,sel_coverage,sel_risk,sel_accuracy,sr_coverage,sr_risk,sr_accuracy
2.0,0.4998828765518857,0.02296157450796621,0.9770384254920338,0.49964862965565704,0.02250351617440227,0.9774964838255977
2.0,0.5500117123448114,0.026831345826235142,0.9731686541737649,0.5495432185523542,0.025575447570332477,0.9744245524296675
2.0,0.5999063012415086,0.03162827020695036,0.9683717297930496,0.5996720543452799,0.027734374999999978,0.972265625
2.0,0.6500351370344343,0.03495495495495493,0.9650450450450451,0.649566643241977,0.03570140641904074,0.9642985935809593
2.0,0.6999297259311315,0.041834002677376136,0.9581659973226239,0.6996954790349028,0.03916973552058922,0.9608302644794108
2.0,0.7500585617240572,0.05059337913803874,0.9494066208619613,0.7495900679315999,0.04812499999999997,0.951875
2.0,0.7999531506207542,0.06090775988286967,0.9390922401171303,0.7997189037245257,0.05653192735793788,0.9434680726420621
2.0,0.8498477395174514,0.07028665931642775,0.9297133406835723,0.8496134926212228,0.06672180865729249,0.9332781913427075
2.0,0.8999765753103771,0.08641332639250388,0.9135866736074961,0.8997423284141485,0.07888570684717522,0.9211142931528248
2.0,0.9498711642070743,0.10086313193588159,0.8991368680641184,0.9496369173108457,0.0949679329057721,0.9050320670942279
2.0,0.9997657531037714,0.11949390815370198,0.880506091846298,0.9997657531037714,0.11551077788191189,0.8844892221180881
3.0,0.4998828765518857,0.022492970946579205,0.9775070290534208,0.49964862965565704,0.02344116268166896,0.976558837318331
3.0,0.5500117123448114,0.024275979557069838,0.9757240204429302,0.5495432185523542,0.025149190110826947,0.974850809889173
3.0,0.5999063012415086,0.02694260054666142,0.9730573994533386,0.5996720543452799,0.029296875,0.970703125
3.0,0.6500351370344343,0.03315315315315315,0.9668468468468469,0.649566643241977,0.03461954561846381,0.9653804543815362
3.0,0.6999297259311315,0.043507362784471204,0.9564926372155288,0.6996954790349028,0.041848008034817585,0.9581519919651824
3.0,0.7500585617240572,0.04934415990006247,0.9506558400999375,0.7495900679315999,0.04937499999999995,0.950625
3.0,0.7999531506207542,0.05710102489019031,0.9428989751098097,0.7997189037245257,0.06004686584651431,0.9399531341534857
3.0,0.8498477395174514,0.06725468577728777,0.9327453142227122,0.8496134926212228,0.06892748828232698,0.931072511717673
3.0,0.8999765753103771,0.08355023425299324,0.9164497657470068,0.8997423284141485,0.08122884665451702,0.918771153345483
3.0,0.9498711642070743,0.09691738594327992,0.9030826140567201,0.9496369173108457,0.09398125308337446,0.9060187469166255
3.0,0.9997657531037714,0.11129334582942829,0.8887066541705717,0.9997657531037714,0.1115276476101218,0.8884723523898782
4.0,0.4998828765518857,0.02483598875351456,0.9751640112464854,0.49964862965565704,0.02250351617440227,0.9774964838255977
4.0,0.5500117123448114,0.026831345826235142,0.9731686541737649,0.5495432185523542,0.026854219948849067,0.9731457800511509
4.0,0.5999063012415086,0.03006638032018738,0.9699336196798126,0.5996720543452799,0.03164062499999998,0.968359375
4.0,0.6500351370344343,0.03747747747747743,0.9625225225225226,0.649566643241977,0.03930760908763076,0.9606923909123692
4.0,0.6999297259311315,0.04317269076305219,0.9568273092369478,0.6996954790349028,0.04385671242048883,0.9561432875795112
4.0,0.7500585617240572,0.046221111805121784,0.9537788881948782,0.7495900679315999,0.04718750000000005,0.9528125
