auxilary_head_accuracy,selective_head_accuracy,selective_head_selective_acc,loss,auxilary_head_loss,selective_head_loss,auxilary_head_coverage,selective_head_loss_coverage
0.9947353005409241,0.9941503405570984,0.6250728964805603,0.008856660686433315,0.016427401453256607,0.0012859206181019545,0.3975532054901123,0.7557545304298401
0.9953202605247498,0.9953202605247498,0.6288307309150696,0.008785288780927658,0.01667601615190506,0.0008945577428676188,0.3980291485786438,0.8122836947441101
0.9906405210494995,0.9903480410575867,0.6227384209632874,0.018384627997875214,0.029536599293351173,0.007232665084302425,0.3983536958694458,0.8559839129447937
0.9909330010414124,0.9923954606056213,0.6156783699989319,0.015346820466220379,0.025999248027801514,0.004694386851042509,0.3978452682495117,0.8862820267677307
0.9923954606056213,0.9923954606056213,0.6130632162094116,0.015479592606425285,0.020638417452573776,0.010320761241018772,0.3978777229785919,0.947029709815979
0.9906405210494995,0.9850833415985107,0.6016365885734558,0.018672985956072807,0.02149662934243679,0.015849340707063675,0.39813730120658875,0.9985397458076477
0.9918105006217957,0.8847616314888,0.6019167304039001,0.02044934406876564,0.020296059548854828,0.020602626726031303,0.39808323979377747,1.0
