accuracy,loss,val_accuracy,val_loss
0.7077598571777344,0.7498878836631775,0.5974695682525635,0.7189873456954956
0.7218155264854431,0.7025337815284729,0.6101218461990356,0.747228741645813
0.750512421131134,0.5887749791145325,0.7488284707069397,0.5193483829498291
0.7660322189331055,0.5396469235420227,0.7417994141578674,0.5411941409111023
0.8023425936698914,0.4590972363948822,0.7820993661880493,0.4806944727897644
0.7680819630622864,0.5259923934936523,0.68228679895401,0.7461501359939575
0.7964860796928406,0.49049684405326843,0.7905341982841492,0.5021229386329651
0.7964860796928406,0.5249655246734619,0.6925960779190063,0.7187756299972534
0.7680819630622864,0.5736367702484131,0.663542628288269,0.6147347688674927
0.7633967995643616,0.6564951539039612,0.6316776275634766,0.8396453261375427
0.7859443426132202,0.5109878182411194,0.7169634699821472,0.5955232381820679
0.8017569780349731,0.48101383447647095,0.7375820279121399,0.5090728998184204
0.7979502081871033,0.5127478241920471,0.7539831399917603,0.6026411056518555
0.7830160856246948,0.5673099160194397,0.7174320816993713,1.3212274312973022
0.8087847828865051,0.5366858839988708,0.7432052493095398,0.8636084794998169
0.7950219511985779,0.46860527992248535,0.8045923113822937,0.5632293820381165
0.8158125877380371,0.4163631498813629,0.8181818127632141,0.42607301473617554
0.8342606425285339,0.37456440925598145,0.8303655385971069,0.4662732779979706
0.8474377989768982,0.35828593373298645,0.823805034160614,0.40092429518699646
0.8626646995544434,0.3201791048049927,0.836457371711731,0.4046550989151001
0.8131579160690308,0.4240652620792389,0.7816307544708252,0.5295959115028381
0.8321637511253357,0.3743896782398224,0.8247422575950623,0.4245157837867737
0.8423976898193359,0.3651423454284668,0.8214620351791382,0.4351600706577301
0.8453216552734375,0.34238556027412415,0.8373945355415344,0.39127564430236816
0.8681286573410034,0.30979102849960327,0.7999062538146973,0.4479503929615021
0.8354319334030151,0.39202582836151123,0.8303655385971069,0.37901294231414795
0.8600292801856995,0.3559343218803406,0.8205248117446899,0.40671461820602417
0.860322117805481,0.323088675737381,0.8200562596321106,0.4350273311138153
0.8761346936225891,0.2961293160915375,0.81490159034729,0.41735726594924927
0.826647162437439,0.3797002136707306,0.8172445893287659,0.4144018590450287
0.8439238667488098,0.3579612672328949,0.8275538682937622,0.38452908396720886
0.8606149554252625,0.34043145179748535,0.8477038145065308,0.34829604625701904
